EventId,EventTemplate,Occurrences
ca7d7941,loaded properties from hadoop-metrics2.properties,977
9e8ad6ab,Scheduled snapshot period at 10 second(s).,978
01ae6026,MapTask metrics system started,838
3c5bb15c,Executing with tokens:,978
3df7e054,"Kind: mapreduce.job, Service: <*> Ident: (org.apache.hadoop.mapreduce.security.token.JobTokenIdentifier@<*>)",751
42bce2da,Sleeping for 0ms before retrying again. Got null now.,909
4a1105fa,mapreduce.cluster.local.dir for child: <*>,907
39006874,"session.id is deprecated. Instead, use dfs.metrics.session-id",907
fc4324dd,ProcfsBasedProcessTree currently is supported only on Linux.,905
e96ec3b5,Using ResourceCalculatorProcessTree : org.apache.hadoop.yarn.util.WindowsBasedProcessTree@<*>,748
787da076,Processing split: hdfs://msra-sa-41:9000/<*>,834
2ed317a9,(EQUATOR) 0 kvi 26214396(104857584),834
6f0184ed,<*> <*> <*> : <*> <*> <*> <*> <*>,5733
0cb5b599,soft limit at 83886080,834
db0c6791,bufstart = 0; bufvoid = 104857600,834
97159e80,kvstart = 26214396; length = 6553600,834
e7eee7f1,Map output collector class = org.apache.hadoop.mapred.MapTask$MapOutputBuffer,834
895d7761,Spilling map output,5339
167c88ff,bufstart = <*>; bufend = <*>; bufvoid = 104857600,4836
7e099317,kvstart = 26214396(104857584); kvend = 1<*>); length = <*>/6553600,824
150f6473,(EQUATOR) <*> kvi <*>),4708
00cd85d9,Finished spill 0,815
960b4f80,(RESET) equator <*> kv <*>) kvi <*>),4579
55e5a192,kvstart = <*>); kvend = <*>); length = <*>/6553600,4515
e7a7798b,Finished spill 1,786
f99fadc8,Finished spill 2,761
c0641e15,Finished spill 3,696
1d44a39c,Finished spill 4,666
2e114f93,Finished spill 5,606
b50339a1,NONE,843
1b96598a,<*> <*> <*> <*> for <*>,5765
0491d81f,Starting flush of map output,644
c7cc77fb,Finished spill 6,594
7707888f,Merging <*> sorted segments,678
5be2cae8,"Down to the last merge-pass, with <*> segments left of total size: <*> bytes",398
