EventId,EventTemplate,Occurrences
ca7d7941,loaded properties from hadoop-metrics2.properties,977
9e8ad6ab,Scheduled snapshot period at 10 second(s).,978
d39dd8df,MapTask metrics system <*>,1140
3c5bb15c,Executing with tokens:,978
007a0b6e,"Kind: mapreduce.job, Service: <*> Ident: <*>",909
42bce2da,Sleeping for 0ms before retrying again. Got null now.,909
4a1105fa,mapreduce.cluster.local.dir for child: <*>,907
39006874,"session.id is deprecated. Instead, use dfs.metrics.session-id",907
fc4324dd,ProcfsBasedProcessTree currently is supported only on Linux.,905
ce10d82c,Using ResourceCalculatorProcessTree : <*>,905
b063b233,Processing split: <*>,834
2de11eed,(EQUATOR) <*> kvi <*>,5542
599850bf,mapreduce.task.io.sort.mb: 100,834
0cb5b599,soft limit at 83886080,834
db0c6791,bufstart = 0; bufvoid = 104857600,834
97159e80,kvstart = 26214396; length = 6553600,834
e7eee7f1,Map output collector class = org.apache.hadoop.mapred.MapTask$MapOutputBuffer,834
895d7761,Spilling map output,5339
29807074,bufstart = <*> bufend = <*> bufvoid = <*>,5339
5fc5069a,kvstart = <*> kvend = <*> length = <*>,5339
cdf7dd93,Finished spill <*>,5204
0a8f9393,(RESET) equator <*> kv <*> kvi <*>,4579
4ccea502,I/O error constructing remote block reader.,16
9e83c7d2,"Failed to connect to /<*>:50010 for block, add to deadNodes and continue. java.net.ConnectException: Connection timed out: no further information",5
958e6355,Successfully connected to /<*>:50010 for <*>,6
0491d81f,Starting flush of map output,644
7707888f,Merging <*> sorted segments,678
5be2cae8,"Down to the last merge-pass, with <*> segments left of total size: <*> bytes",678
dfe6ae4e,<*> is done. And is in the process of committing,625
cf0f4f26,Task <*> done.,616
b93d1be1,"Failed to connect to /<*>:50010 for block, add to deadNodes and continue. java.net.ConnectException: Connection refused: no further information",1
09dbac83,ReduceTask metrics system <*>,86
e223c99a,Using ShuffleConsumerPlugin: <*>,71
9095c9cb,"MergerManager: <*> <*> <*> ioSortFactor=10, memToMemMergeOutputsThreshold=10",71
