EventId,EventTemplate,Occurrences
fa3d9885,LDAP: Built with OpenLDAP LDAP SDK,53
587e40ef,LDAP: SSL support unavailable,53
e3c91fa1,suEXEC mechanism enabled (wrapper: /usr/sbin/suexec),8
05ce27cc,Digest: generating secret for digest authentication ...,45
d492bd9d,Digest: done,45
f79c89ef,env.createBean2(): Factory error creating <*> ( <*> <*>,180
9dca4f3e,config.update(): Can't create <*>,180
3ca3c51e,mod_python: Creating 32 session mutexes based on 150 max processes and 0 max threads.,45
4d804580,mod_security/1.9dev2 configured,45
dfd50a7a,Apache/2.0.49 (Fedora) configured -- resuming normal operations,45
b00729be,jk2_init() Found child <*> in scoreboard slot <*>,6335
e3dc5d82,workerEnv.init() ok /etc/httpd/conf/workers2.properties,5708
44200156,mod_jk child init 1 <*>,1259
dc4edb17,[client <*>] Directory index forbidden by rule: /var/www/html/,6745
55c99ad0,[client <*>] File does not exist: <*>,20861
d550524b,jk2_init() Can't find child <*> in scoreboard,971
21b105a0,[client <*>] script not found or unable to stat: <*>,3301
d23ad5dd,mod_jk2 Shutting down,1336
1e262a4d,"Graceful restart requested, doing restart",37
b82a4d10,[client <*>] request failed: URI too long (longer than 8190),39
a54f5ca4,mod_jk child workerEnv in error state <*>,4349
63843054,[client <*>] request failed: error reading the headers,14
562ad683,[client <*>] attempt to invoke directory as script: /var/www/cgi-bin/,92
5267abf7,[client <*>] Attempt to serve directory: /var/www/html/,1
8c9296e9,"child process <*> still did not exit, sending a SIGTERM",168
ef7e6353,"[client <*>] mod_security: Access denied with code 403. Error reading POST data, error_code=104 [hostname ""<*>""] [uri ""/xmlrpc.php""]",1
c09eaca8,uriMap.mapUri() uri must start with /,27
477ec623,[client <*>] Invalid URI in request GET  HTTP/1.1,27
60ff0064,[client <*>] client sent HTTP/1.1 request without hostname (see RFC2616 section 14.23): /,8
