EventId,EventTemplate,Occurrences
da76ad70,"<*> ""GET <*>HTTP<*>status: <*> len: <*> time: <*>.<*>",90475
3f837968,[instance:  Creating image,2066
22086309,[instance:  VM  (Lifecycle Event),10311
5fc05b01,"While synchronizing instance power states, found <*> instances in the database and <*> instances on the hypervisor.",45
22086309,[instance:  VM  (Lifecycle Event),19
ebd432ea,[instance: <*>edec<*>e<*>-<*>-<*>a<*>a-a<*>b-a<*>a<*>ee<*>e<*>] VM Paused (Lifecycle Event),1
46f5adfb,[instance:  During sync_power_state the instance has a pending task (spawning). Skip.,4049
4be4b3cb,image <*>dd<*>-<*>c<*>-<*>fbb-<*>c<*>-<*>fbe<*>b<*> at (<*>checking,12043
1615727a,"image <*>dd<*>-<*>c<*>-<*>fbb-<*>c<*>-<*>fbe<*>b<*> at (<*>in use: on this node <*> local, <*> on other nodes sharing this instance storage",12043
b47d90d9,Active base files: /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,12035
370b6bab,Creating event network-vif-plugged:<*>fcdc<*>e-<*>-<*>e<*>-<*>a-<*>a<*>a<*>e<*>e<*> for instance <*>edec<*>e<*>-<*>-<*>a<*>a-a<*>b-a<*>a<*>ee<*>e<*>,1
80bc5050,"<*> ""POST <*>HTTP<*>status: <*> len: <*> time: <*>.<*>",6194
faae2298,[instance: <*>edec<*>e<*>-<*>-<*>a<*>a-a<*>b-a<*>a<*>ee<*>e<*>] Instance spawned successfully.,1
090e7f56,[instance:  Took <*>.<*> seconds to spawn the instance on the hypervisor.,2066
ecc69256,[instance:  Took <*>.<*> seconds to build instance.,2066
2bee7501,"<*> ""DELETE <*>HTTP<*>status: <*> len: <*> time: <*>.<*>",2064
3b2a5296,[instance:  Terminating instance,2064
1523c67d,[instance:  Instance destroyed successfully.,2064
ef46b04c,[instance: <*>edec<*>e<*>-<*>-<*>a<*>a-a<*>b-a<*>a<*>ee<*>e<*>] Deleting instance files /var/lib/nova/instances/<*>edec<*>e<*>-<*>-<*>a<*>a-a<*>b-a<*>a<*>ee<*>e<*>_del,1
9d4c7c2e,[instance:  Deletion of <*>complete,2064
7d4f1703,[instance:  Took <*>.<*> seconds to destroy the instance on the hypervisor.,2064
bad0ac4b,[instance:  Took <*>.<*> seconds to deallocate network for instance.,2065
df60e4d1,HTTP exception thrown: No instances found for any event,2064
f2379fc6,Unknown base file: /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,3059
e8b6d360,Removable base files: /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,3059
f539d934,Removing base or swap file: /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,2064
64868687,"[instance:  Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",2063
3b217f06,"[instance:  Total memory: <*> MB, used: <*>.<*> MB",2063
68bfe351,"[instance: <*>d<*>fa-<*>f<*>f-<*>ce-<*>c<*>a-<*>ae<*>a<*>da<*>] memory limit: <*>.<*> MB, free: <*>.<*> MB",1
951769f4,"[instance: <*>d<*>fa-<*>f<*>f-<*>ce-<*>c<*>a-<*>ae<*>a<*>da<*>] Total disk: <*> GB, used: <*>.<*> GB",1
9f544dd7,"[instance: <*>d<*>fa-<*>f<*>f-<*>ce-<*>c<*>a-<*>ae<*>a<*>da<*>] disk limit not specified, defaulting to unlimited",1
e6a70ee3,"[instance: <*>d<*>fa-<*>f<*>f-<*>ce-<*>c<*>a-<*>ae<*>a<*>da<*>] Total vcpu: <*> VCPU, used: <*>.<*> VCPU",1
2c51fb60,"[instance: <*>d<*>fa-<*>f<*>f-<*>ce-<*>c<*>a-<*>ae<*>a<*>da<*>] vcpu limit not specified, defaulting to unlimited",1
c4371975,[instance: <*>d<*>fa-<*>f<*>f-<*>ce-<*>c<*>a-<*>ae<*>a<*>da<*>] Claim successful,1
10e88810,Auditing locally available compute resources for node cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us,1739
5d1bf6d9,"Total usable vcpus: <*>, total allocated vcpus: <*>",1739
290ea70e,Final resource view: name=cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us phys_ram=<*>MB used_ram=<*>MB phys_disk=<*>GB used_disk=<*>GB total_vcpus=<*> used_vcpus=<*> pci_stats=[],1739
cb05b130,Compute_service record updated for cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us:cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us,1739
13bf0341,Creating event  for instance ,2030
72d60892,[instance: <*>d<*>fa-<*>f<*>f-<*>ce-<*>c<*>a-<*>ae<*>a<*>da<*>] Instance spawned successfully.,1
e965e9a6,[instance: <*>d<*>fa-<*>f<*>f-<*>ce-<*>c<*>a-<*>ae<*>a<*>da<*>] Deleting instance files /var/lib/nova/instances/<*>d<*>fa-<*>f<*>f-<*>ce-<*>c<*>a-<*>ae<*>a<*>da<*>_del,1
64868687,"[instance:  Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",2
3b217f06,"[instance:  Total memory: <*> MB, used: <*>.<*> MB",2
19c626a2,"[instance:  memory limit: <*>.<*> MB, free: <*>.<*> MB",2021
4b2c4caa,"[instance:  Total disk: <*> GB, used: <*>.<*> GB",2021
006e5179,"[instance:   limit not specified, defaulting to unlimited",4042
26bfd429,"[instance: <*>ffb<*>b-<*>b<*>-<*>c<*>d-a<*>e<*>-<*>bf<*>b<*>] Total vcpu: <*> VCPU, used: <*>.<*> VCPU",1
888221c2,[instance:  Claim successful,2021
13bf0341,Creating event  for instance ,2
a97f2f50,[instance:  Instance spawned successfully.,2021
5b9541a3,Successfully synced instances from host 'cp-<*>.slowvm<*>.tcloud-pg<*>.utah.cloudlab.us'.,502
d40cab8b,[instance:  Deleting instance files ,2019
fd353e12,"[instance: <*>f<*>b<*>-<*>e<*>-<*>b<*>-<*>a-f<*>b<*>fac<*>b<*>] memory limit: <*>.<*> MB, free: <*>.<*> MB",1
5470368c,"[instance: <*>f<*>b<*>-<*>e<*>-<*>b<*>-<*>a-f<*>b<*>fac<*>b<*>] Total disk: <*> GB, used: <*>.<*> GB",1
763ac641,"[instance: <*>f<*>b<*>-<*>e<*>-<*>b<*>-<*>a-f<*>b<*>fac<*>b<*>] disk limit not specified, defaulting to unlimited",1
50fe7463,"[instance: <*>f<*>b<*>-<*>e<*>-<*>b<*>-<*>a-f<*>b<*>fac<*>b<*>] Total vcpu: <*> VCPU, used: <*>.<*> VCPU",1
e94907ae,"[instance: <*>f<*>b<*>-<*>e<*>-<*>b<*>-<*>a-f<*>b<*>fac<*>b<*>] vcpu limit not specified, defaulting to unlimited",1
21f32980,[instance: <*>f<*>b<*>-<*>e<*>-<*>b<*>-<*>a-f<*>b<*>fac<*>b<*>] Claim successful,1
13bf0341,Creating event  for instance ,29
51e87d36,[instance: <*>f<*>b<*>-<*>e<*>-<*>b<*>-<*>a-f<*>b<*>fac<*>b<*>] Instance spawned successfully.,1
