EventId,EventTemplate,Occurrences
9f5cfeda,loaded properties from hadoop-metrics2.properties,977
92fc0053,Scheduled snapshot period at 10 second(s).,978
b431b058,MapTask metrics system ,1140
88190c5b,Executing with tokens:,978
69b536d5,"Kind: mapreduce.job, Service:  Ident: ",909
5bca881e,Sleeping for 0ms before retrying again. Got null now.,909
34fe38eb,mapreduce.cluster.local.dir for child: ,907
52a7d087,"session.id is deprecated. Instead, use dfs.metrics.session-id",907
0b452360,ProcfsBasedProcessTree currently is supported only on Linux.,905
a2f85c74,Using ResourceCalculatorProcessTree : ,905
32e2aed5,Processing split: hdfs://msra-sa-41:9000/wordcount2.txt:402653184+134217728,32
fccbda6c,(EQUATOR) 0 kvi 26214396(104857584),834
e965794e,mapreduce.task.io.sort.mb: 100,834
53856d86,soft limit at 83886080,834
47c0874f,bufstart = 0; bufvoid = 104857600,834
7ab79d03,kvstart = 26214396; length = 6553600,834
e6ac5b77,Map output collector class = org.apache.hadoop.mapred.MapTask$MapOutputBuffer,834
4aa3afba,Spilling map output,5339
1e2d1e2f,bufstart =  bufend =  bufvoid = ,5339
ff5f3cd3,kvstart =  kvend =  length = ,5339
0da33dca,(EQUATOR) 44657541 kvi 11164380(44657520),6
1624ec0b,Finished spill 0,815
78df90ce,(RESET) equator  kv  kvi ,4579
1bcd6364,(EQUATOR) 89317210 kvi 22329296(89317184),6
0c02eb6e,Finished spill 1,786
92046ea0,(EQUATOR) 29121270 kvi 7280312(29121248),6
db3e2780,Finished spill 2,761
822965d3,(EQUATOR) 73784325 kvi 18446076(73784304),6
18f2e18a,Finished spill 3,696
c6b76324,(EQUATOR) 13587577 kvi 3396888(13587552),6
3c783db8,Finished spill 4,666
d2874bcc,(EQUATOR) 58249622 kvi 14562400(58249600),6
e96eb0c1,Finished spill 5,606
7c381269,I/O error constructing remote block reader.,16
296cfef8,"Failed to connect to /<*>:50010 for block, add to deadNodes and continue. java.net.ConnectException: Connection timed out: no further information",5
75ca429b,Successfully connected to /<*>:50010 for ,6
8f696555,Starting flush of map output,644
8704ddc0,Finished spill 6,594
67be0ce6,Merging  sorted segments,678
5671a8f8,"Down to the last merge-pass, with  segments left of total size:  bytes",678
a54c9707,Task:attempt_1445087491445_0005_m_000004_0 is done. And is in the process of committing,1
a857f7b9,Task 'attempt_1445087491445_0005_m_000004_0' done.,1
c7445d5c,Processing split: hdfs://msra-sa-41:9000/wordcount2.txt:939524096+134217728,33
fc44bc3c,"Failed to connect to /<*>:50010 for block, add to deadNodes and continue. java.net.ConnectException: Connection refused: no further information",1
ba067c07,(EQUATOR) 44659682 kvi 11164916(44659664),10
f76e567b,(EQUATOR) 89318197 kvi 22329544(89318176),10
79204009,Processing split: hdfs://msra-sa-41:9000/wordcount2.txt:805306368+134217728,47
18d2e969,(EQUATOR) 44662873 kvi 11165712(44662848),9
85bc9f55,(EQUATOR) 89322571 kvi 22330636(89322544),9
2d94fd3a,Processing split: hdfs://msra-sa-41:9000/wordcount2.txt:268435456+134217728,33
b97ba7bd,(EQUATOR) 44664409 kvi 11166096(44664384),7
4a4885bb,(EQUATOR) 89324011 kvi 22330996(89323984),7
d5603ece,(EQUATOR) 29129056 kvi 7282260(29129040),7
8f6c38e2,(EQUATOR) 73790940 kvi 18447728(73790912),6
09297c6f,(EQUATOR) 13592362 kvi 3398084(13592336),5
99556ecc,(EQUATOR) 58254328 kvi 14563576(58254304),5
cd7c17c7,Task:attempt_1445087491445_0005_m_000003_0 is done. And is in the process of committing,1
fc4924e8,Task 'attempt_1445087491445_0005_m_000003_0' done.,1
6eb2aab3,Processing split: hdfs://msra-sa-41:9000/wordcount2.txt:1342177280+134217728,11
c7712c3e,(EQUATOR) 44660166 kvi 11165036(44660144),11
2923a88a,(EQUATOR) 89325514 kvi 22331372(89325488),11
4b8a0c9a,(EQUATOR) 29130083 kvi 7282516(29130064),11
cbd861b2,Processing split: hdfs://msra-sa-41:9000/wordcount2.txt:1207959552+134217728,6
19426ddd,(EQUATOR) 44659622 kvi 11164900(44659600),6
73176aa4,(EQUATOR) 89321115 kvi 22330272(89321088),6
65397c15,(EQUATOR) 29126808 kvi 7281696(29126784),6
94305031,(EQUATOR) 73785997 kvi 18446492(73785968),6
3f0fca46,(EQUATOR) 13592637 kvi 3398152(13592608),6
