EventId,EventTemplate,Occurrences
3ff2edc6,LDAP: Built with OpenLDAP LDAP SDK,53
ff0164be,LDAP: SSL support unavailable,53
1a56a395,suEXEC mechanism enabled (wrapper: /usr/sbin/suexec),8
57bf4dbe,Digest: generating secret for digest authentication ...,45
807a8c89,Digest: done,45
d3f3b9b3,env.createBean2(): Factory error creating  (  ,179
dc5888f7,config.update(): Can't create ,179
1ef2a9f2,"env.createBean2(): Factory error creating vm: ( vm, )",1
3c54b153,config.update(): Can't create vm:,1
1e72aea0,mod_python: Creating 32 session mutexes based on 150 max processes and 0 max threads.,45
7ab07b67,mod_security/1.9dev2 configured,45
e49f68bd,Apache/2.0.49 (Fedora) configured -- resuming normal operations,45
eebf0827,jk2_init() Found child  in scoreboard slot ,6335
d2da2e6d,workerEnv.init() ok /etc/httpd/conf/workers2.properties,5708
f80b36fe,mod_jk child init 1 ,1259
d79ad0c5,[client <*>] Directory index forbidden by rule: /var/www/html/,6745
83b17c6b,[client <*>] File does not exist: ,20861
c4c48700,jk2_init() Can't find child  in scoreboard,971
2ad38d91,[client <*>] script not found or unable to stat: ,3301
7a92da8c,mod_jk2 Shutting down,1336
1120614e,"Graceful restart requested, doing restart",37
811fa7eb,[client <*>] request failed: URI too long (longer than 8190),39
4310c86c,mod_jk child workerEnv in error state ,4349
6b2363f8,[client <*>] request failed: error reading the headers,14
7c59a09b,[client <*>] attempt to invoke directory as script: /var/www/cgi-bin/,92
d4d7fbe1,[client <*>] Attempt to serve directory: /var/www/html/,1
6699798c,"child process  still did not exit, sending a SIGTERM",168
c6ec589b,"[client <*>] mod_security: Access denied with code 403. Error reading POST data, error_code=104 [hostname ""<*>""] [uri ""/xmlrpc.php""]",1
067b2aa6,uriMap.mapUri() uri must start with /,27
1d579a21,[client <*>] Invalid URI in request GET HTTP/1.1,27
e55a7c23,[client <*>] client sent HTTP/1.1 request without hostname (see RFC2616 section 14.23): /,8
