EventID,EventTemplate
P0,risBoot (command <*>) Error: Timed out while waiting for SRM prompt: <ABORT code completed>
P1,Command has been aborted
P2,starting
P3,ClusterFileSystem: There is no server for ServerFileSystem domain <*>
P4,warning
P5,ServerFileSystem: An ServerFileSystem domain panic has occurred on <*>
P6,boot (command <*>)
P7,not responding
P8,Fan speeds ( <*> **** <*> )
P9,blocked
P10,active
P11,Temperature (<*>) exceeds warning threshold
P12,wait (command <*>)
P13,Targeting domains:node-<*> and nodes:node-[<*>-<*>] child of command <*>
P14,running
P15,ClusterFileSystem: ServerFileSystem domain <*>domain is no longer served by node node-<*> _/|\\_ ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*> _/|\\_ ClusterFileSystem: ServerFileSystem domain <*>domain<*> is no longer served by node node-<*>
P16,ServerFileSystem: ServerFileSystem domain <*>_<*> is full
P17,Link in reset
P18,configured out
P19,Link error on broadcast tree Interconnect-<*>:<*>:<*>:<*>
P20,Failed subcommands <*>
P21,NIFF: node node-<*> has detected an available network connection on network <*>.<*>.<*>.<*> via interface scip0
P22,NIFF: node node-<*> has detected an available network connection on network <*>.<*>.<*>.<*> via interface ee0
P23,ambient<*>
P24,inconsistent nodesets node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok> _/|\\_ inconsistent nodesets node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok> _/|\\_ inconsistent nodesets node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok> node-<*> <ok>
P25,normal
P26,Command has completed successfully
P27,Fan speeds ( <*> )
P28,power/control problem
P29,Linkerror event interval expired
P30,Component State Change: Component \\<*>alt0\\<*> is in the unavailable state (HWID<*>)
P31,Targeting domains:node-<*> and nodes:node-<*>  _/|\\_ Targeting domains:node-<*> and nodes:node-<*>
P32,NIFF: node node-<*> has detected an available network connection on network <*>.<*>.<*>.<*> via interface alt0
P33,halt (command <*>)
P34,NIFF: node node-<*> detected a failed network connection on network <*>.<*>.<*>.<*> via interface alt0
P35,link errors remain current
P36,closing
P37,bootGenvmunix (command <*>)
P38,risBoot (command <*>)
P39,Link ok
P40,psu failure\\ ambient<*>
P41,critical
P42,boot (command <*>) Error: HALT asserted\\ cannot continue
P43,clusterAddMember (command <*>)
P44,Component State Change: Component \\<*>-WWID:<*>:<*>-<*>-<*>-<*>-<*>-<*>-<*>-<*>\\<*> is in the unavailable state (HWID<*>)
P45,Link error
P46,
P47,not-responding
