EventID,EventTemplate
P0,Starting executor ID <*> on host mesos-slave-<*>
P1,Registered BlockManager
P2,Running task <*>.<*> in stage <*>.<*> (TID <*>)
P3,Found block rdd_<*>_<*> locally
P4,Connecting to driver: spark://CoarseGrainedScheduler@<*>:<*>
P5,"Changing view acls to: yarn,curi"
P6,Finished task <*>.<*> in stage <*>.<*> (TID <*>). <*> bytes result sent to driver
P7,Reading broadcast variable <*> took <*> ms
P8,Created local directory at /opt/hdfs/nodemanager/usercache/curi/appcache/application_<*>_<*>/blockmgr-<*>-<*>-<*>-<*>-<*>
P9,Server created on <*>
P10,"Registered signal handlers for [TERM, HUP, INT]"
P11,Trying to register BlockManager
P12,"Block <*>_<*>_<*> stored as bytes in memory (estimated size <*>.<*> , free <*>.<*> )"
P13,Input split: hdfs://<*>:<*>/pjhe/logs/<*>.log:<*>+<*>
P14,"Changing modify acls to: yarn,curi"
P15,<*> started
P16,MemoryStore started with capacity <*>.<*> 
P17,attempt_<*>_<*>_m_<*>_<*>: Committed
P18,Starting remoting
P19,Successfully registered with driver
P20,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
P21,"SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(yarn, curi); users with modify permissions: Set(yarn, curi)"
P22,Successfully started service '<*>' on port <*>.
P23,Saved output of task 'attempt_<*>_<*>_m_<*>_<*>' to hdfs://<*>:<*>/pjhe/test/<*>/_temporary/<*>/task_<*>_<*>_m_<*>
P24,Remoting started; listening on addresses :[akka.tcp://sparkExecutorActorSystem@mesos-slave-<*>:<*>]
P25,Got assigned task <*>
P26,File Output Committer Algorithm version is <*>
P27,Started reading broadcast variable <*>
P28,"<*> is deprecated. Instead, use <*>"
P29,"Block broadcast_<*> stored as values in memory (estimated size <*>.<*> , free <*>.<*> )"
P30,"Partition rdd_<*>_<*> not found, computing it"
