EventId,EventTemplate,Occurrences
ca7d7941,loaded properties from hadoop-metrics2.properties,977
9e8ad6ab,Scheduled snapshot period at 10 second(s).,978
7b0efd74,<*> metrics system <*> <*>,350
3c5bb15c,Executing with tokens:,978
007a0b6e,"Kind: mapreduce.job, Service: <*> Ident: <*>",909
42bce2da,Sleeping for 0ms before retrying again. Got null now.,909
4a1105fa,mapreduce.cluster.local.dir for child: <*>,907
3729a2cd,"<*> is deprecated. Instead, use <*>",963
fc4324dd,ProcfsBasedProcessTree currently is supported only on Linux.,905
ce10d82c,Using ResourceCalculatorProcessTree : <*>,905
b063b233,Processing split: <*>,834
2ed317a9,(EQUATOR) 0 kvi 26214396(104857584),834
599850bf,mapreduce.task.io.sort.mb: 100,834
0cb5b599,soft limit at 83886080,834
db0c6791,bufstart = 0; bufvoid = 104857600,834
97159e80,kvstart = 26214396; length = 6553600,834
e7eee7f1,Map output collector class = org.apache.hadoop.mapred.MapTask$MapOutputBuffer,834
895d7761,Spilling map output,5339
29807074,bufstart = <*> bufend = <*> bufvoid = <*>,5339
5fc5069a,kvstart = <*> kvend = <*> length = <*>,5339
4ccd97dd,(EQUATOR) 44657541 kvi 11164380(44657520),6
cdf7dd93,Finished spill <*>,5204
0a8f9393,(RESET) equator <*> kv <*> kvi <*>,4579
895d7761,(EQUATOR) 89317210 kvi 22329296(89317184),5339
29807074,(EQUATOR) 29121270 kvi 7280312(29121248),5339
5fc5069a,(EQUATOR) 73784325 kvi 18446076(73784304),5339
7a298786,(EQUATOR) 13587577 kvi 3396888(13587552),6
cdf7dd93,(EQUATOR) 58249622 kvi 14562400(58249600),5204
0a8f9393,I/O error constructing remote block reader.,4579
895d7761,"Failed to connect to /:50010 for block, add to deadNodes and continue. <*> <*> <*> <*> <*> no further information",5339
29807074,Successfully connected to /:50010 for <*>,5339
5fc5069a,Starting flush of map output,5339
6f916a0b,Merging <*> sorted segments,6
cdf7dd93,"Down to the last merge-pass, with <*> segments left of total size: <*> bytes",5204
