EventId,EventTemplate,Occurrences
ff86b16f,Reading configuration from: /etc/zookeeper/conf/zoo.cfg,36
91491bf0,Defaulting to majority quorums,36
8c716832,autopurge.snapRetainCount set to 3,36
3204f3ff,autopurge.purgeInterval set to 0,36
0f7cc562,Purge task is not scheduled.,36
d459c04c,Starting quorum peer,36
8272d6b3,binding to port ,36
da7d60d2,tickTime set to 2000,36
5bd1f197,minSessionTimeout set to -1,36
689b0f5e,maxSessionTimeout set to -1,36
dbac73df,initLimit set to 10,36
7b734081,<*> not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation,6
7b734081,My election bind port: ,6
2b7e9800,LOOKING,36
00078e14,"New election. My id =  1, proposed zxid=0x0",49
374a0164,"Notification: <*> (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 1 (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",1
836b8ee4,Cannot open channel to 2 at election address ,4
f42b45d8,Cannot open channel to 3 at election address ,1276
82c7ec1d,Notification time out: 400,1289
f42b45d8,Notification time out: 800,1276
82c7ec1d,Notification time out: 1600,1289
23071c32,Notification time out: 3200,23
f42b45d8,Notification time out: 6400,1276
82c7ec1d,Notification time out: 12800,1289
d060c58c,Notification time out: 25600,20
f42b45d8,Received connection request ,1276
82c7ec1d,"Notification: 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), <*> (n.state), <*> (n.sid), 0x0 (n.peerEPoch), LOOKING (my state)",1289
3ea5bf52,FOLLOWING,18
f42b45d8,TCP NoDelay set to: true,1276
82c7ec1d,"Server environment:zookeeper.version=3.4.5--1, built on 06/10/2013 17:26 GMT",1289
92fc9948,Server environment:host.name=node1,16
f42b45d8,Server environment:java.version=1.7.0_79,1276
82c7ec1d,Server environment:java.vendor=Oracle Corporation,1289
d124129b,Server environment:java.home=/usr/lib/jvm/java-7-openjdk-amd64/jre,13
f42b45d8,Server environment:java.class.path=/etc/zookeeper/conf:/usr/share/java/jline.jar:/usr/share/java/log4j-1.2.jar:/usr/share/java/xercesImpl.jar:/usr/share/java/xmlParserAPIs.jar:/usr/share/java/netty.jar:/usr/share/java/slf4j-api.jar:/usr/share/java/slf4j-log4j12.jar:/usr/share/java/zookeeper.jar,1276
82c7ec1d,Server environment:java.io.tmpdir=/tmp,1289
82aa668f,Server environment:java.compiler=<NA>,12
f42b45d8,Server environment:os.name=Linux,1276
82c7ec1d,Server environment:os.arch=amd64,1289
db241859,Server environment:os.version=3.16.0-30-generic,12
bb888d93,Server environment:user.name=zookeeper,10429
f2dacec7,Server environment:user.home=/var/lib/zookeeper,5
f2dacec7,Server environment:user.dir=/,5
82c7ec1d,Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir /var/lib/zookeeper/version-2 snapdir /var/lib/zookeeper/version-2,1289
c172d526,FOLLOWING - LEADER ELECTION TOOK - 46837,34
4c226563,Getting a diff from the leader 0x0,39
ae80a1f9,Snapshotting: 0x0 to /var/lib/zookeeper/version-2/snapshot.0,36
3b256849,"Notification: 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEPoch), <*> (my state)",1
b1330445,Connection broken for id <*> my id = <*> error =,36
d961f4e8,Interrupting SendWorker,36
21f7c76b,Interrupted while waiting for message on queue,36
c00b2f72,Send worker leaving thread,36
6e2bdcc4,Got zxid 0x100000001 expected 0x1,36
8f15bd33,Creating new log file: log.100000001,36
467d31ff,Accepted socket connection from ,36
b9148f39,Connection request from old client ; will be dropped if server is in r-o mode,36
b3572404,Client attempting to establish new session at ,36
17644875,Established session 0x14ed93111f20000 with negotiated timeout 10000 for client ,36
c57116c0,Established session 0x14ed93111f20001 with negotiated timeout 10000 for client ,36
eeb38d12,Established session 0x14ed93111f20002 with negotiated timeout 10000 for client ,36
72f21490,Established session 0x14ed93111f20003 with negotiated timeout 10000 for client ,49
6fd3f8a6,Established session 0x14ed93111f20004 with negotiated timeout 10000 for client ,1
666ceeb3,Established session 0x14ed93111f20005 with negotiated timeout 10000 for client ,1
746ee5b3,Established session 0x14ed93111f20006 with negotiated timeout 10000 for client ,3
746ee5b3,Established session 0x14ed93111f20007 with negotiated timeout 10000 for client ,3
bb888d93,Established session 0x14ed93111f20008 with negotiated timeout 10000 for client ,10429
4812fb96,Established session 0x14ed93111f20009 with negotiated timeout 10000 for client ,23
4812fb96,caught end of stream exception,23
4812fb96,Closed socket connection for client  which had sessionid 0x14ed93111f20004,23
4812fb96,Closed socket connection for client  which had sessionid 0x14ed93111f20005,23
4812fb96,Closed socket connection for client  which had sessionid 0x14ed93111f20006,23
4812fb96,Closed socket connection for client  which had sessionid 0x14ed93111f20007,23
4812fb96,Closed socket connection for client  which had sessionid 0x14ed93111f20008,23
4812fb96,Closed socket connection for client  which had sessionid 0x14ed93111f20009,23
4812fb96,Closed socket connection for client  which had sessionid 0x14ed93111f20000,23
4812fb96,Closed socket connection for client  which had sessionid 0x14ed93111f20002,23
4812fb96,Closed socket connection for client  which had sessionid 0x14ed93111f20001,23
bb888d93,Closed socket connection for client  which had sessionid 0x14ed93111f20003,10429
036ce310,Established session 0x14ed93111f2000a with negotiated timeout 10000 for client ,10368
273e53f2,Established session 0x14ed93111f2000b with negotiated timeout 10000 for client ,10390
45a3ec5d,Established session 0x14ed93111f2000c with negotiated timeout 10000 for client ,10386
7a2ec7d0,Established session 0x14ed93111f2000d with negotiated timeout 10000 for client ,10390
bb888d93,Established session 0x14ed93111f2000e with negotiated timeout 10000 for client ,10429
