EventId,EventTemplate,Occurrences
73f72432,<*> close 0 bytes sent 0 bytes received lifetime <*>,2056
56ab45ba,<*> open through proxy <*> HTTPS,10219
829801ca,<*> close <*> bytes sent 426 bytes received lifetime <*>,13
95a28d49,<*> close <*> bytes (<*> <*>) sent <*> bytes (<*> <*>) received lifetime <*>,6225
9632e0f1,<*> close 383 bytes sent <*> bytes received lifetime <*>,4
e8b9ba8e,<*> close 501 bytes sent 530 bytes received lifetime <*>,1
5da5c50b,<*> close <*> bytes sent 248 bytes received lifetime <*>,7
4e11d6e8,<*> close 408 bytes sent <*> bytes received lifetime <*>,7
8e932376,<*> close <*> bytes sent 344 bytes received lifetime <*>,4
3b527aba,<*> close <*> bytes sent 334 bytes received lifetime <*>,3
50f7204d,<*> close <*> bytes sent 342 bytes received lifetime <*>,2
c65b921c,<*> close 439 bytes sent 114955 bytes (112 <*>) received lifetime <*>,1
07f94680,<*> close <*> bytes sent 324 bytes received lifetime <*>,3
08b00b92,<*> close 512 bytes sent 343 bytes received lifetime <*>,1
46457929,<*> close 896 bytes sent <*> bytes received lifetime <*>,5
03d1e11d,<*> close 716 bytes sent <*> bytes received lifetime <*>,8
0a9377cb,<*> close 715 bytes sent <*> bytes received lifetime <*>,4
0b8b7ebc,<*> close 489 bytes sent <*> bytes received lifetime <*>,5
3e471b56,<*> close 608 bytes sent <*> bytes received lifetime <*>,5
14877f12,<*> close <*> bytes sent 329 bytes received lifetime <*>,6
d4d2ce87,<*> close <*> bytes sent 549 bytes received lifetime <*>,2
d95c976b,<*> close <*> bytes sent 782 bytes received lifetime <*>,29
d8810a70,<*> close <*> bytes sent 468 bytes received lifetime <*>,5
c989ef48,<*> close <*> bytes sent 275 bytes received lifetime <*>,2
56c30c4e,<*> close 231 bytes sent <*> bytes received lifetime <*>,2
648bc3c1,<*> close 304 bytes sent 341 bytes received lifetime <*>,1
70177ed0,<*> close <*> bytes sent 278 bytes received lifetime <*>,20
935d7b08,<*> close 307 bytes sent <*> bytes received lifetime <*>,2
40b7fe2a,<*> close 493 bytes sent <*> bytes received lifetime <*>,8
7b24332f,<*> close 789 bytes sent <*> bytes received lifetime <*>,2
bd2c3f27,<*> close <*> bytes sent 339 bytes received lifetime <*>,3
0b26a355,<*> close <*> bytes sent 326 bytes received lifetime <*>,8
a350b0df,<*> close 729 bytes sent 245 bytes received lifetime <*>,2
2df43814,<*> close <*> bytes sent 454 bytes received lifetime <*>,3
e6a0f0c3,<*> close 441 bytes sent <*> bytes received lifetime <*>,25
dfbe7129,<*> close 85 bytes sent 45 bytes received lifetime <*>,10
78dc810f,<*> close <*> bytes sent 336 bytes received lifetime <*>,3
5ade91b6,<*> close 791 bytes sent <*> bytes received lifetime <*>,5
799967a3,<*> close <*> bytes sent 353 bytes received lifetime <*>,74
b1fe74a1,<*> open through proxy <*> SOCKS5,8
6f0f6db7,<*> close <*> bytes sent 783 bytes received lifetime <*>,21
3424c025,<*> close <*> bytes sent 39 bytes received lifetime <*>,3
2433a74c,<*> close <*> bytes sent 186 bytes received lifetime <*>,26
4c07438b,<*> close 859 bytes sent <*> bytes received lifetime <*>,12
662b0c4f,<*> close 292171 bytes (285 <*>) sent 555826 bytes (542 <*>) received lifetime <*>,1
6d272248,<*> close <*> bytes sent 121 bytes received lifetime <*>,9
8fd29f90,<*> close 214 bytes sent 532 bytes received lifetime <*>,1
62e9e3b4,<*> error A connection request was canceled before the completion.,305
e6224744,<*> error Could not connect through proxy <*> - Proxy closed the connection unexpectedly.,14
32373eec,<*> close <*> bytes sent 184 bytes received lifetime <*>,68
0419db34,<*> close 779 bytes sent <*> bytes received lifetime <*>,7
2b0e99fe,<*> close 651 bytes sent <*> bytes received lifetime <*>,58
265ba66c,<*> close 607 bytes sent <*> bytes received lifetime <*>,7
09d7e0ed,<*> close 526 bytes sent 285 bytes received lifetime <*>,1
6a07ee53,<*> close 997 bytes sent 639 bytes received lifetime <*>,1
817e301b,<*> close <*> bytes sent 507 bytes received lifetime <*>,10
894f16b4,<*> close 781 bytes sent 183 bytes received lifetime <*>,2
2a53899c,<*> close <*> bytes sent 784 bytes received lifetime <*>,14
f6f8901f,<*> close 848 bytes sent <*> bytes received lifetime <*>,2
a3b49676,<*> close <*> bytes sent 191 bytes received lifetime <*>,29
ca6e405f,<*> close 852 bytes sent <*> bytes received lifetime <*>,3
81c8c9eb,<*> close 151471 bytes (147 <*>) sent 130080 bytes (127 <*>) received lifetime <*>,1
ab266a36,<*> close <*> bytes sent 403 bytes received lifetime <*>,9
7250b19f,<*> close 620 bytes sent 484 bytes received lifetime <*>,1
d9950269,<*> close <*> bytes sent 316 bytes received lifetime <*>,7
9cc9d98f,<*> close 500 bytes sent <*> bytes received lifetime <*>,8
815fdf74,<*> close <*> bytes sent 263 bytes received lifetime <*>,3
8305f651,<*> close 639 bytes sent 345 bytes received lifetime <*>,1
cf5dcd05,<*> close <*> bytes sent 313 bytes received lifetime <*>,10
78591cbe,<*> close 830 bytes sent 112553 bytes (109 <*>) received lifetime <*>,1
a52aa3fb,<*> close 406 bytes sent <*> bytes received lifetime <*>,4
fba822d6,<*> close 415 bytes sent 599 bytes received lifetime <*>,1
65dcd157,<*> close <*> bytes sent 410 bytes received lifetime <*>,47
3b2a7f5d,<*> close 569 bytes sent <*> bytes received lifetime <*>,2
4ca331a5,<*> close <*> bytes sent 447 bytes received lifetime <*>,22
390e41f2,<*> close <*> bytes sent 221 bytes received lifetime <*>,3
fe93dcd7,<*> close 589 bytes sent <*> bytes received lifetime <*>,2
9ede4d8d,<*> close <*> bytes sent 590 bytes received lifetime <*>,21
23367932,<*> close 657 bytes sent 378 bytes received lifetime <*>,1
e99ab589,<*> close 696 bytes sent 619 bytes received lifetime <*>,1
124d1661,<*> close 455 bytes sent 515 bytes received lifetime <*>,1
18a9b3bd,<*> close 538 bytes sent 417 bytes received lifetime <*>,5
216be968,<*> close <*> bytes sent 358 bytes received lifetime <*>,8
325f7da1,<*> close <*> bytes sent 655 bytes received lifetime <*>,3
0970d753,<*> close 818 bytes sent <*> bytes received lifetime <*>,2
8d5a0f63,<*> close <*> bytes sent 269 bytes received lifetime <*>,5
8d213fdf,<*> close 793 bytes sent 180 bytes received lifetime <*>,4
054811a2,<*> close 156 bytes sent 184933 bytes (180 <*>) received lifetime <*>,1
eead6716,<*> close 888 bytes sent <*> bytes received lifetime <*>,2
3aef6c82,<*> close <*> bytes sent 387 bytes received lifetime <*>,3
1544bb1f,<*> error Could not connect through proxy <*> - Proxy server cannot establish a connection with the target status code <*>,233
3f6ce880,<*> close 484 bytes sent <*> bytes received lifetime <*>,11
84abdb91,<*> close 477 bytes sent <*> bytes received lifetime <*>,5
ce108134,<*> close <*> bytes sent 256 bytes received lifetime <*>,2
2b335e40,<*> close <*> bytes sent 496 bytes received lifetime <*>,3
47baf59f,<*> close 724 bytes sent 516 bytes received lifetime <*>,1
e9735429,<*> close 336 bytes sent 464 bytes received lifetime <*>,1
b15f7a2b,<*> close 442 bytes sent 753 bytes received lifetime <*>,1
98415a86,<*> close 466 bytes sent <*> bytes <*> <*> received lifetime <*>,2
7c282f29,<*> close 586 bytes sent <*> bytes received lifetime <*>,2
15aa1491,<*> close 666 bytes sent 709 bytes received lifetime <*>,1
ef3a6274,<*> close 431 bytes sent 216 bytes received lifetime <*>,1
97e2b1e5,<*> close 421 bytes sent <*> bytes received lifetime <*>,3
b234cabb,<*> close 417 bytes sent <*> bytes received lifetime <*>,2
d96d6798,<*> close <*> bytes sent 323 bytes received lifetime <*>,2
a2342bc1,<*> close 293 bytes sent 514 bytes received lifetime <*>,1
09a237b6,<*> close <*> bytes sent 482 bytes received lifetime <*>,2
44585eaf,<*> close 678 bytes sent 103819 bytes (101 <*>) received lifetime <*>,1
7d02873e,<*> close 983 bytes sent 150421 bytes (146 <*>) received lifetime <*>,1
413b45e0,<*> close 1010 bytes sent 647 bytes received lifetime <*>,1
86c5b30d,<*> close <*> bytes sent 355 bytes received lifetime <*>,3
912dc33e,<*> close 663 bytes sent 375 bytes received lifetime <*>,1
4de711dc,<*> close 643 bytes sent <*> bytes received lifetime <*>,4
c25f055c,<*> close <*> bytes sent 302 bytes received lifetime <*>,2
ae49178d,<*> close 941 bytes sent 198745 bytes (194 <*>) received lifetime <*>,1
075cb6ff,<*> close 319 bytes sent 817 bytes received lifetime <*>,1
8cf49966,<*> close 891 bytes sent 359 bytes received lifetime <*>,1
67c70300,<*> close 902 bytes sent <*> bytes received lifetime <*>,5
f6b9ba94,<*> close 964 bytes sent <*> bytes received lifetime <*>,4
86a53a04,<*> close 429 bytes sent <*> bytes received lifetime <*>,2
1970a1c1,<*> close 960 bytes sent 434 bytes received lifetime <*>,1
8a76f1b8,<*> close 425 bytes sent <*> bytes received lifetime <*>,53
32614350,<*> close 531 bytes sent <*> bytes received lifetime <*>,3
e4a79471,<*> close 812 bytes sent <*> bytes received lifetime <*>,2
e7687b9f,<*> close <*> bytes sent 163 bytes received lifetime <*>,2
be227eb4,<*> close 131 bytes sent 153 bytes received lifetime <*>,1
9019d06e,<*> close 1016 bytes sent 517 bytes received lifetime <*>,1
22108ec4,<*> close 5 bytes sent 5 bytes received lifetime <*>,1
e2d25eab,<*> close 459 bytes sent 868 bytes received lifetime <*>,1
