EventId,EventTemplate,Occurrences
ca7d7941,loaded properties from hadoop-metrics2.properties,977
9e8ad6ab,Scheduled snapshot period at 10 second(s).,978
82b54a4b,<*> metrics system started,978
b827c7a4,Executing with tokens,978
70f1246c,Kind mapreduce.job Service job_1445087491445_0005 Ident <*>,27
42bce2da,Sleeping for 0ms before retrying again. Got null now.,909
6192a177,mapreduce.cluster.local.dir for child <*>,907
3ce3b722,session.id is deprecated. Instead use dfs.metrics.session-id,907
fc4324dd,ProcfsBasedProcessTree currently is supported only on Linux.,905
cc778645,Using ResourceCalculatorProcessTree org.apache.hadoop.yarn.util.WindowsBasedProcessTree@6ad3381f,122
7d02ff2f,Processing split hdfs //msra-sa-41 9000/wordcount2.txt <*>,391
2ed317a9,(EQUATOR) 0 kvi 26214396(104857584),834
5168b26b,mapreduce.task.io.sort.mb 100,834
0cb5b599,soft limit at 83886080,834
c3673ced,bufstart 0; bufvoid 104857600,1658
3e15b189,kvstart 26214396; length 6553600,834
0ac74dba,Map output collector class org.apache.hadoop.mapred.MapTask$MapOutputBuffer,834
895d7761,Spilling map output,5339
1f3bc1f9,kvstart 26214396(104857584); kvend 13785828(55143312); length 12428569/6553600,6
4ccd97dd,(EQUATOR) 44657541 kvi 11164380(44657520),6
00cd85d9,Finished spill 0,815
7c587ca4,(RESET) equator 44657541 kv 11164380(44657520) kvi 8542952(34171808),6
c0855428,bufstart 44657541; bufend 78831461; bufvoid 104857600,6
682a3531,kvstart 11164380(44657520); kvend 24950744(99802976); length 12428037/6553600,6
7a298786,(EQUATOR) 89317210 kvi 22329296(89317184),6
e7a7798b,Finished spill 1,786
8b244989,(RESET) equator 89317210 kv 22329296(89317184) kvi 19707872(78831488),6
8de08203,bufstart 89317210; bufend 18635516; bufvoid 104857600,6
d7892908,kvstart 22329296(89317184); kvend 9901760(39607040); length 12427537/6553600,6
6f916a0b,(EQUATOR) 29121270 kvi 7280312(29121248),6
f99fadc8,Finished spill 2,761
