EventId,EventTemplate,Occurrences
ca7d7941,loaded properties from hadoop-metrics2.properties,977
9e8ad6ab,Scheduled snapshot period at 10 second(s).,978
01ae6026,MapTask metrics system started,838
3c5bb15c,Executing with tokens:,978
8c37fd9c,mapreduce.cluster.local.dir for child: *,907
db0c6791,bufstart = 0; bufvoid = 104857600,834
97159e80,kvstart = 26214396; length = 6553600,834
e3ea5f40,bufstart = 0; bufend = * bufvoid = 104857600,824
42bce2da,Sleeping for 0ms before retrying again. Got null now.,909
39006874,"session.id is deprecated. Instead, use dfs.metrics.session-id",907
fc4324dd,ProcfsBasedProcessTree currently is supported only on Linux.,905
e7eee7f1,Map output collector class = org.apache.hadoop.mapred.MapTask$MapOutputBuffer,834
ecfdfd54,Using ResourceCalculatorProcessTree : *,905
55616db2,* * * * *,3719
dff15ef4,* * * *,2975
18ab5be9,ReduceTask metrics system started,2
0a944ebb,"Kind: mapreduce.job, Service: * Ident: *",908
dc85910e,Processing split: *,834
04e63b05,(EQUATOR) * kvi *,5542
599850bf,mapreduce.task.io.sort.mb: 100,834
7ced323b,Default file system [hdfs://msra-sa-41:9000],226
af91facd,Instantiated MRClientService at *,69
23287a46,adding path spec: /mapreduce/*,69
602cb0dc,adding path spec: /ws/*,69
89474739,DefaultSpeculator.addSpeculativeAttempt -- we are speculating *,255
2b3d75c5,yarn.client.max-cached-nodemanagers-proxies : 0,69
92875e8e,* = * * = * * = *,9853
d6edc4d9,bufstart = 44657541; bufend = 78831461; bufvoid = 104857600,1
9e83c7d2,"Failed to connect to /<*>:50010 for block, add to deadNodes and continue. java.net.ConnectException: Connection timed out: no further information",5
eb40e7fb,"Down to the last merge-pass, with * segments left of total size: * bytes",678
0d8bdf2f,* is done. And is in the process of committing,625
b93d1be1,"Failed to connect to /<*>:50010 for block, add to deadNodes and continue. java.net.ConnectException: Connection refused: no further information",1
4ccea502,I/O error constructing remote block reader.,16
e5040cf6,"MergerManager: * * * ioSortFactor=10, memToMemMergeOutputsThreshold=10",71
