EventID,EventTemplate
P0,autorun ... _/|\\_ <*> autorun ...
P1,Using HPET based timekeeping. _/|\\_ <*>.<*> Using HPET based timekeeping.
P2,"MPBSClusterQuery(base,RCount,EMsg,SC)"
P3,[ib_sm_assign.c:<*>]: <*> LID <*> because NO RESPONSE
P4,DMI <*>.<*> present.
P5,Setting APIC routing to flat
P6,Vendor: FUJITSU Model: <*> Rev: <*>
P7,<*>: <*>:<*>:(<*>.c:<*>:<*>_<*>_<*>_<*>_<*>()) previously skipped <*> similar messages _/|\\_ <*>: <*>:<*>:(<*>_<*>.c:<*>:<*>_<*>_<*>()) previously skipped <*> similar messages
P8,INFO: CLASSCFG[adminhigh] set to FSWEIGHT <*>
P9,Out of Memory: Killed process <*> (python).
P10,"Device: /dev/sda, Bad IEC (SMART) mode page, err=<*>, skip device"
P11,getpwnam failed for #<*>#
P12,"__MPBSSystemQuery(base,SC)"
P13,sshd -TERM succeeded
P14,[INFO]: remove appId <*> from watchd list.
P15,[ib_sm_sweep.c:<*>]: No configuration change required
P16,<*>: Losing <*>: savemail panic
