parser,dataset,mean_mask_agreement,token_parsing_accuracy,fit_duration,predict_mask_duration,total_duration
brain,hpc,0.8023490102422186,0.8380331159056699,0.5482379831373692,0.35450638085603714,0.9027443639934063
brain,zookeeper,0.9565157338843885,0.9122234767699577,1.0765809062868357,0.5293941162526608,1.6059750225394964
brain,android,0.41774106724352017,0.5993040019885657,1.8469895962625742,0.8021403644233942,2.6491299606859684
brain,apache,0.5020854855054616,0.18900028240609998,0.6343833543360233,0.2778751589357853,0.9122585132718086
brain,hadoop,0.8930558442880004,0.8557323999471668,3.2201812993735075,1.2653531953692436,4.485534494742751
brain,hdfs,0.8927504203193344,0.9991197884086284,641.14238278009,249.25298529490829,890.3953680749983
brain,linux,0.8612408339003218,0.8972013404582918,0.292800260707736,0.15891647152602673,0.45171673223376274
brain,openstack,0.9104608777476667,0.2366571727089267,6.4290858786553144,4.445630945265293,10.874716823920608
brain,proxifier,0.7899922864791294,0.1304896516910651,0.4023213256150484,0.3623262420296669,0.7646475676447153
brain,ssh,0.9497369318196872,0.685135977430043,9.21948748640716,5.264653703197837,14.484141189604998
