parser,dataset,mean_mask_agreement,token_parsing_accuracy,fit_duration,predict_mask_duration,total_duration
lenma,hpc,0.8233423014394143,0.9266432513798294,4.089040966704488,0.2783710863441229,4.367412053048611
lenma,zookeeper,0.9718369458462842,0.9984945427173504,7.63292695954442,0.3128509484231472,7.945777907967567
lenma,android,0.29969303578163164,0.3729941723976027,5586.502103211358,1.1399343367666006,5587.642037548125
lenma,apache,0.7660662349427994,0.6999435187800056,11.992042303085327,0.21367252431809902,12.205714827403426
lenma,hadoop,0.8965105604793846,0.9427255316338661,23.90664749778807,1.2334376033395529,25.140085101127625
lenma,hdfs,0.8506725053765836,0.8348437810685325,3396.385907554999,163.4316527955234,3559.8175603505224
lenma,linux,0.8608737172458353,0.9170365003170002,3.9717022608965635,0.3585790582001209,4.3302813190966845
lenma,openstack,0.9167780904977485,0.7634644835334697,75.95385793410242,2.8747417721897364,78.82859970629215
lenma,proxifier,0.48019191267225536,0.0012619888944977284,2.8466902803629637,1.053167836740613,3.8998581171035767
lenma,ssh,0.886630084556724,0.03754551717350654,57.496928261592984,5.836262574419379,63.33319083601236
