EventID,EventTemplate
P0,connection from <*> () at Sat Jul <*> :<*>:<*> 
P1,pci_hotplug: PCI Hot Plug PCI Core version: <*>.<*>
P2,Starting pcmcia: succeeded
P3,Authentication failed from <*> (<*>): Software caused connection abort
P4,Checking 'hlt' instruction... OK.
P5,mapped <*>/<*> trampoline to <*>.
P6,Setting network parameters: succeeded
P7,Console: colour VGA+ <*>
P8,ALERT exited abnormally with [<*>]
P9,"There is already a security framework initialized, register_security failed."
P10,DMI <*>.<*> present.
P11,Initializing random number generator: succeeded
P12,<*> HIGHMEM available.
P13,On node <*> totalpages: <*>
P14,You can enable it with acpi=force
P15,PCI: Probing PCI hardware (bus <*>)
P16,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)"
P17,audit: initializing netlink socket (disabled)
P18,removing device node '/udev/<*>'
P19,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=root
P20,Detected <*>.<*> MHz processor.
P21,NET: Registered protocol family <*>
P22,Kerberos authentication failed
P23,CPU: Intel Pentium III (Coppermine) stepping <*>
P24,"PCI: PCI BIOS revision <*>.<*> entry at <*>, last bus=<*>"
P25,SELinux: Registering netfilter hooks
P26,*** info [mice.c(<*>)]:
P27,Linux agpgart interface <*>.<*> (c) Dave Jones
P28,PCI: Using IRQ router PIIX/ICH [<*>/<*>] at <*>:<*>:<*>.<*>
P29,sdpd <*>.<*> started
P30,notify question section contains no SOA
P31,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*>
P32,session opened for user root by LOGIN(uid=<*>)
P33,check pass; user unknown
P34,session opened for user news by (uid=<*>)
P35,PCI: Invalid ACPI-PCI IRQ routing table
P36,isapnp: No Plug & Play device found
P37,Authentication failed from <*> (<*>): Permission denied in replay cache code
P38,connection from <*> (<*>at) at <*> Jul <*> :<*>:<*>  _/|\\_ connection from <*> () at <*> Jul <*> :<*>:<*>  _/|\\_ connection from <*> (<*>) at <*> Jul <*> :<*>:<*> 
P39,<*>: Auto-detected intellimouse PS/<*>
P40,PID hash table entries: <*> (order <*>: <*> bytes)
P41,"Normal zone: <*> pages, LIFO batch:<*>"
P42,<*> LOWMEM available.
P43,<*> startup succeeded
P44,BIOS-<*>: <*> - <*> (usable)
P45,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=<*>
P46,"CPU <*> irqstacks, hard=<*> soft=<*>"
P47,Real Time Clock Driver <*>.<*>
P48,Using tsc for high-res timesource
P49,isapnp: Scanning for PnP cards...
P50,usbcore: registered new driver hub
P51,connection from <*> (host<*>.maximumasp.com) at Sat Jul <*> :<*>:<*> 
P52,Received SNMP packet(s) from <*>
P53,connection from <*> () at <*> _/|\\_ connection from <*> (<*>) at <*>
P54,PCI: Using configuration type <*>
P55,"ANONYMOUS FTP LOGIN FROM <*>, (anonymous)"
P56,Enabling unmasked SIMD FPU exception support... done.
P57,Calibrating delay loop... <*>.<*> BogoMIPS
P58,Bringing up loopback interface: succeeded
P59,usbcore: registered new driver usbfs
P60,Security Scaffold <*>.<*>.<*> initialized
P61,ROOT LOGIN ON <*>
P62,"DMA zone: <*> pages, LIFO batch:<*>"
P63,SELinux: Starting in permissive mode
P64,Enabling fast FPU save and restore... done.
P65,HCI daemon ver <*>.<*> started
P66,creating device node '/udev/<*>'
P67,Initializing CPU#<*>
P68,getpeername (ftpd): Transport endpoint is not connected
P69,zapping low mappings.
P70,session closed for user root
