EventId,EventTemplate,Occurrences
ca7d7941,loaded properties from hadoop-metrics2.properties,977
998f0b7e,Scheduled snapshot period at #spec# second ( s ) .,978
01ae6026,MapTask metrics system started,838
7feac570,Executing with tokens :,978
4a9a415c,"Kind : mapreduce.job , Service : * , Ident : ( * )",909
42bce2da,Sleeping for 0ms before retrying again. Got null now.,909
1b6eed2f,mapreduce.cluster.local.dir for child : #spec#,907
07ba951b,"session.id is deprecated. Instead , use dfs.metrics.session-id",907
fc4324dd,ProcfsBasedProcessTree currently is supported only on Linux.,905
ecfdfd54,Using ResourceCalculatorProcessTree : *,905
dc712a0e,Processing split : hdfs : #spec# : #spec# : *,834
06fdb7b1,( EQUATOR ) #spec# kvi 26214396 ( 104857584 ),834
8590961d,* : *,1041
55691f09,soft limit at #spec#,834
febdfd7a,bufstart = 0 ; bufvoid = #spec#,834
e588d9e9,kvstart = 26214396 ; length = #spec#,834
e7eee7f1,Map output collector class = org.apache.hadoop.mapred.MapTask$MapOutputBuffer,834
895d7761,Spilling map output,5339
57b6bf1d,bufstart = 0 ; bufend = * ; bufvoid = #spec#,824
9bf8ed1a,kvstart = 26214396 ( 104857584 ) ; kvend = 13785828 ( 55143312 ) ; length = 12428569/6553600,6
d1ff54bb,( EQUATOR ) #spec# kvi 11164380 ( 44657520 ),6
67a04ec1,Finished spill #spec#,5204
c1ace11b,( RESET ) equator #spec# kv 11164380 ( 44657520 ) kvi 8542952 ( 34171808 ),6
ad0f29a0,bufstart = 44657541 ; bufend = 78831461 ; bufvoid = #spec#,6
74a0ccf0,kvstart = 11164380 ( 44657520 ) ; kvend = 24950744 ( 99802976 ) ; length = 12428037/6553600,6
af57c4be,( EQUATOR ) #spec# kvi 22329296 ( 89317184 ),6
6f8e0ea5,( RESET ) equator #spec# kv 22329296 ( 89317184 ) kvi 19707872 ( 78831488 ),6
97ba8006,bufstart = 89317210 ; bufend = 18635516 ; bufvoid = #spec#,6
7e8cce57,kvstart = 22329296 ( 89317184 ) ; kvend = 9901760 ( 39607040 ) ; length = 12427537/6553600,6
95b158aa,( EQUATOR ) #spec# kvi 7280312 ( 29121248 ),6
aa89bc08,( RESET ) equator #spec# kv 7280312 ( 29121248 ) kvi 4658884 ( 18635536 ),6
6674b947,bufstart = 29121270 ; bufend = 63298571 ; bufvoid = #spec#,6
f4b2e362,kvstart = 7280312 ( 29121248 ) ; kvend = 21067524 ( 84270096 ) ; length = 12427189/6553600,6
82d7a6e4,( EQUATOR ) #spec# kvi 18446076 ( 73784304 ),6
6fcee8b4,( RESET ) equator #spec# kv 18446076 ( 73784304 ) kvi 15824648 ( 63298592 ),6
70e6d304,bufstart = 73784325 ; bufend = 3101826 ; bufvoid = #spec#,6
bdca811f,kvstart = 18446076 ( 73784304 ) ; kvend = 6018336 ( 24073344 ) ; length = 12427741/6553600,6
f35ff73e,( EQUATOR ) #spec# kvi 3396888 ( 13587552 ),6
c87eab4f,( RESET ) equator #spec# kv 3396888 ( 13587552 ) kvi 775464 ( 3101856 ),6
e45636b3,bufstart = 13587577 ; bufend = 47763869 ; bufvoid = #spec#,6
4849880c,kvstart = 3396888 ( 13587552 ) ; kvend = 17183848 ( 68735392 ) ; length = 12427441/6553600,6
2c95a5fb,( EQUATOR ) #spec# kvi 14562400 ( 58249600 ),6
4ccea502,I/O error constructing remote block reader.,16
ac4e47d7,"Failed to connect to #spec# for block , add to deadNodes and continue. java.net.ConnectException : Connection timed out : no further information",5
dcdd2928,Successfully connected to #spec# for BP-1347369012- #spec# -1444972147527 : blk_1073742826_2022,1
d9f13736,( RESET ) equator #spec# kv 14562400 ( 58249600 ) kvi 12516560 ( 50066240 ),1
0491d81f,Starting flush of map output,644
403b6ef6,bufstart = 58249622 ; bufend = 63876500 ; bufvoid = #spec#,6
4a3b8b3b,kvstart = 14562400 ( 58249600 ) ; kvend = 12515968 ( 50063872 ) ; length = 2046433/6553600,6
8ec35ba7,Merging #spec# sorted segments,678
71a3f3ac,"Down to the last merge-pass , with #spec# segments left of total size : #spec# bytes",678
d41b271b,Task : * is done. And is in the process of committing,625
55d52333,Task ' * ' done.,616
333d13f9,"Failed to connect to #spec# for block , add to deadNodes and continue. java.net.ConnectException : Connection refused : no further information",1
d3a3dff8,Successfully connected to #spec# for BP-1347369012- #spec# -1444972147527 : blk_1073742829_2025,1
aba8f7ff,kvstart = 26214396 ( 104857584 ) ; kvend = 13786364 ( 55145456 ) ; length = 12428033/6553600,10
42df9207,( EQUATOR ) #spec# kvi 11164916 ( 44659664 ),10
14ba7dcb,( RESET ) equator #spec# kv 11164916 ( 44659664 ) kvi 8543488 ( 34173952 ),10
c1915735,bufstart = 44659682 ; bufend = 78832442 ; bufvoid = #spec#,10
82bdf66a,kvstart = 11164916 ( 44659664 ) ; kvend = 24950992 ( 99803968 ) ; length = 12428325/6553600,10
fdee4fdb,( EQUATOR ) #spec# kvi 22329544 ( 89318176 ),10
efaeadb2,kvstart = 26214396 ( 104857584 ) ; kvend = 13787160 ( 55148640 ) ; length = 12427237/6553600,9
9a23ce28,( EQUATOR ) #spec# kvi 11165712 ( 44662848 ),9
f94ed44b,( RESET ) equator #spec# kv 11165712 ( 44662848 ) kvi 8544288 ( 34177152 ),9
f6d4a15a,bufstart = 44662873 ; bufend = 78836823 ; bufvoid = #spec#,9
1b19cb78,kvstart = 11165712 ( 44662848 ) ; kvend = 24952084 ( 99808336 ) ; length = 12428029/6553600,9
7f47db8c,( EQUATOR ) #spec# kvi 22330636 ( 89322544 ),9
737d4227,kvstart = 26214396 ( 104857584 ) ; kvend = 13787544 ( 55150176 ) ; length = 12426853/6553600,7
721dd663,( EQUATOR ) #spec# kvi 11166096 ( 44664384 ),7
da5be936,( RESET ) equator #spec# kv 11166096 ( 44664384 ) kvi 8544672 ( 34178688 ),7
19d2f52c,bufstart = 44664409 ; bufend = 78838262 ; bufvoid = #spec#,7
5d499b87,kvstart = 11166096 ( 44664384 ) ; kvend = 24952444 ( 99809776 ) ; length = 12428053/6553600,7
15a08fbe,( EQUATOR ) #spec# kvi 22330996 ( 89323984 ),7
d781236f,( RESET ) equator #spec# kv 22330996 ( 89323984 ) kvi 19709572 ( 78838288 ),7
8778c161,bufstart = 89324011 ; bufend = 18643297 ; bufvoid = #spec#,7
09784c38,kvstart = 22330996 ( 89323984 ) ; kvend = 9903708 ( 39614832 ) ; length = 12427289/6553600,7
8c2d5eac,( EQUATOR ) #spec# kvi 7282260 ( 29129040 ),7
58ccb2e4,( RESET ) equator #spec# kv 7282260 ( 29129040 ) kvi 4660832 ( 18643328 ),7
7eb0291c,bufstart = 29129056 ; bufend = 63305193 ; bufvoid = #spec#,6
d266fa6a,kvstart = 7282260 ( 29129040 ) ; kvend = 21069176 ( 84276704 ) ; length = 12427485/6553600,6
62ba868c,( EQUATOR ) #spec# kvi 18447728 ( 73790912 ),6
6cc13bf8,( RESET ) equator #spec# kv 18447728 ( 73790912 ) kvi 15826304 ( 63305216 ),5
d42ff616,bufstart = 73790940 ; bufend = 3106613 ; bufvoid = #spec#,5
4e38acd7,kvstart = 18447728 ( 73790912 ) ; kvend = 6019532 ( 24078128 ) ; length = 12428197/6553600,5
5c323ca0,( EQUATOR ) #spec# kvi 3398084 ( 13592336 ),5
b662c426,( RESET ) equator #spec# kv 3398084 ( 13592336 ) kvi 776660 ( 3106640 ),5
8b83bc01,bufstart = 13592362 ; bufend = 47768576 ; bufvoid = #spec#,5
057fa4ae,kvstart = 3398084 ( 13592336 ) ; kvend = 17185024 ( 68740096 ) ; length = 12427461/6553600,5
3240b669,( EQUATOR ) #spec# kvi 14563576 ( 58254304 ),5
2f357fb7,( RESET ) equator #spec# kv 14563576 ( 58254304 ) kvi 12518768 ( 50075072 ),5
5bf35dcd,bufstart = 58254328 ; bufend = 63874660 ; bufvoid = #spec#,5
a6aec813,kvstart = 14563576 ( 58254304 ) ; kvend = 12518772 ( 50075088 ) ; length = 2044805/6553600,5
6fdf4bcc,kvstart = 26214396 ( 104857584 ) ; kvend = 13786484 ( 55145936 ) ; length = 12427913/6553600,11
4b3869d6,( EQUATOR ) #spec# kvi 11165036 ( 44660144 ),11
7ef859a5,( RESET ) equator #spec# kv 11165036 ( 44660144 ) kvi 8543608 ( 34174432 ),11
ff1f5a30,bufstart = 44660166 ; bufend = 78839764 ; bufvoid = #spec#,11
28a27135,kvstart = 11165036 ( 44660144 ) ; kvend = 24952820 ( 99811280 ) ; length = 12426617/6553600,11
31dde0cd,( EQUATOR ) #spec# kvi 22331372 ( 89325488 ),11
42039ead,( RESET ) equator #spec# kv 22331372 ( 89325488 ) kvi 19709948 ( 78839792 ),11
05591690,bufstart = 89325514 ; bufend = 18644327 ; bufvoid = #spec#,11
a72aef7f,kvstart = 22331372 ( 89325488 ) ; kvend = 9903964 ( 39615856 ) ; length = 12427409/6553600,11
f994670d,( EQUATOR ) #spec# kvi 7282516 ( 29130064 ),11
834a7ab4,kvstart = 26214396 ( 104857584 ) ; kvend = 13786348 ( 55145392 ) ; length = 12428049/6553600,6
11e76a65,( EQUATOR ) #spec# kvi 11164900 ( 44659600 ),6
aebc6adb,( RESET ) equator #spec# kv 11164900 ( 44659600 ) kvi 8543472 ( 34173888 ),6
854db4f5,bufstart = 44659622 ; bufend = 78835366 ; bufvoid = #spec#,6
71432fe5,kvstart = 11164900 ( 44659600 ) ; kvend = 24951720 ( 99806880 ) ; length = 12427581/6553600,6
dc57926f,( EQUATOR ) #spec# kvi 22330272 ( 89321088 ),6
de9e3d66,( RESET ) equator #spec# kv 22330272 ( 89321088 ) kvi 19708848 ( 78835392 ),6
b2cbaa62,bufstart = 89321115 ; bufend = 18641056 ; bufvoid = #spec#,6
