EventId,EventTemplate,Occurrences
9baeb457,error A connection request was canceled before the completion.,305
30d6eee3,error Could not connect to proxy - connection attempt failed with error 10061,195
104dfff5,<*> 80 error Could not connect to proxy - Could not resolve error 11001,21
5ba38f32,error Could not connect through proxy - Proxy server cannot establish a connection with the target status code <*>,218
63a26268,(IPv6) error Could not connect through proxy - Proxy server cannot establish a connection with the target status code 503,3
615ee29f,<*> 80 error Could not connect through proxy - Proxy server cannot establish a connection with the target status code 503,12
8216dd9e,close <*> bytes <*> ) sent <*> bytes <*> ) received lifetime,3294
880eb04b,open through proxy HTTPS,10219
e37f2f2d,open through proxy SOCKS5,8
6218451d,close 0 bytes sent <*> bytes received lifetime,1996
ee97fd28,close 403 bytes sent <*> bytes received lifetime,8
1bbcf9b7,close 383 bytes sent <*> bytes received lifetime,3
7c54a4b9,close 501 bytes sent 530 bytes received lifetime,1
e6e0e3e4,close 599 bytes sent 248 bytes received lifetime,1
3e157a97,close 408 bytes sent <*> bytes received lifetime,6
f6cefabe,close 418 bytes sent 0 bytes received lifetime,2
42fc8e78,close 451 bytes sent <*> bytes received lifetime,82
354b3a0f,close 628 bytes sent <*> bytes received lifetime,3
833081e0,close 784 bytes sent <*> bytes received lifetime,2
14f9c1db,close 483 bytes sent <*> bytes received lifetime,3
2f676aad,close 697 bytes sent <*> bytes received lifetime,9
01413a9a,close 512 bytes sent 343 bytes received lifetime,1
eec92ff5,close 514 bytes sent 344 bytes received lifetime,1
592f423f,close 504 bytes sent <*> bytes received lifetime,3
e0cc4434,close 729 bytes sent <*> bytes received lifetime,4
fd3fbfea,close 896 bytes sent <*> bytes received lifetime,5
56b1855d,close 716 bytes sent <*> bytes received lifetime,8
002d7dc0,close 715 bytes sent <*> bytes received lifetime,4
04b017eb,close 489 bytes sent <*> bytes received lifetime,5
f904a381,close 608 bytes sent <*> bytes received lifetime,5
62fab3f8,close 937 bytes sent 329 bytes received lifetime,2
19756de3,close 929 bytes sent 329 bytes received lifetime,2
5414ac6a,close 941 bytes sent <*> bytes received lifetime,12
9e7f7a42,close 939 bytes sent <*> bytes received lifetime,2
ef2cd429,close 582 bytes sent 549 bytes received lifetime,1
ba6e69d0,close 952 bytes sent <*> bytes received lifetime,22
a4c00990,close 440 bytes sent 468 bytes received lifetime,1
7775da59,close 303 bytes sent <*> bytes received lifetime,3
5206992c,close 231 bytes sent <*> bytes received lifetime,2
d83a067a,close 304 bytes sent <*> bytes received lifetime,2
6df279ef,close 310 bytes sent 278 bytes received lifetime,2
603d24f5,close 301 bytes sent <*> bytes received lifetime,2
c6f31a66,close 307 bytes sent <*> bytes received lifetime,2
8fee5772,close 493 bytes sent <*> bytes received lifetime,8
605c8891,close 789 bytes sent <*> bytes received lifetime,2
