EventId,EventTemplate,Occurrences
ec703c3f,[client ] client sent HTTP/1.1 request without hostname (see RFC2616 section 14.23) /,8
8e644f23,mod_python Creating 32 session mutexes based on 150 max processes and 0 max threads.,45
0db66cf9,"[client ] mod_security Access denied with code 403. Error reading POST data error_code 104 [hostname """"] [uri ""/xmlrpc.php""]",1
e3dc5d82,workerEnv.init() ok /etc/httpd/conf/workers2.properties,5708
d23ad5dd,mod_jk2 Shutting down,1336
438c6081,LDAP SSL support unavailable,53
f5c137c4,config.update() Can't create vm,45
389d3016,suEXEC mechanism enabled (wrapper /usr/sbin/suexec),8
4b8ec011,config.update() Can't create <*> <*>,135
44200156,mod_jk child init 1 <*>,1259
b899c686,Graceful restart requested doing restart,37
331bd8c3,LDAP Built with OpenLDAP LDAP SDK,53
c09eaca8,uriMap.mapUri() uri must start with /,27
32893a07,Digest generating secret for digest authentication ...,45
dfd50a7a,Apache/2.0.49 (Fedora) configured -- resuming normal operations,45
d550524b,jk2_init() Can't find child <*> in scoreboard,971
a54f5ca4,mod_jk child workerEnv in error state <*>,4349
78365bc1,env.createBean2() Factory error creating vm ( vm ),45
b00729be,jk2_init() Found child <*> in scoreboard slot <*>,6335
53a02bc2,env.createBean2() Factory error creating <*> <*> ( <*> <*>,135
84eac384,[client ] attempt to invoke directory as script /var/www/cgi-bin/,92
44c7fb6a,child process <*> still did not exit sending a SIGTERM,168
896f4a37,Digest done,45
4d804580,mod_security/1.9dev2 configured,45
94d7a011,[client ] File does not exist <*>,20861
3edcde30,[client ] Attempt to serve directory /var/www/html/,1
a04352c8,[client ] Directory index forbidden by rule /var/www/html/,6745
55a76d10,[client ] request failed error reading the headers,14
418a3f74,[client ] Invalid URI in request GET HTTP/1.1,27
8ee4d6d9,[client ] script not found or unable to stat <*>,3301
3347acad,[client ] request failed URI too long (longer than 8190),39
