EventId,EventTemplate,Occurrences
6b77fa65,jetty-6.1.26,69
d74c8c0b,for url 13562/mapOutput?job <*> 0&map <*> <*> <*> <*> <*> <*> <*> sent hash and received reply,3
4ac4b5b0,Failed to connect to / 50010 for block add to deadNodes and continue. java.net.ConnectException Connection refused no further information,1
1076e968,Failed to connect to / 50010 for block add to deadNodes and continue. java.net.ConnectException Connection timed out no further information,5
45780197,Socket Reader #1 for port <*> readAndProcess from client threw exception [java.io.IOException An existing connection was forcibly closed by the remote host],217
974f719f,IPC Server handler 29 on 58622 call statusUpdate(attempt_1445094324383_0003_m_000000_0 org.apache.hadoop.mapred.MapTaskStatus@cdcdbf7) rpc version 2 client version 19 methodsFingerPrint 937413979 from 52490 Call#68 Retry#0 output error,1
78421907,<*> <*> PendingReds <*> ScheduledMaps <*> ScheduledReds <*> AssignedMaps <*> AssignedReds <*> CompletedMaps <*> CompletedReds <*> ContAlloc <*> ContRel <*> HostLocal <*> RackLocal <*>,2094
ecb790fe,Communication exception java.net.ConnectException Call From MSRA-SA-39/ to minint-fnanli5.fareast.corp.microsoft.com 49594 failed on connection exception java.net.ConnectException Connection timed out no further information; For more details see http //wiki.apache.org/hadoop/ConnectionRefused,1
05e55b78,completedMapPercent <*> totalResourceLimit <memory <*> vCores <*> finalMapResourceLimit <memory <*> vCores <*> finalReduceResourceLimit <memory <*> vCores <*> netScheduledMapResource <memory <*> vCores <*> netScheduledReduceResource <memory <*> vCores <*>,531
348c4ade,Communication exception java.io.IOException Failed on local exception java.io.IOException An existing connection was forcibly closed by the remote host; Host Details local host is <*> destination host is <*> <*>,44
86b76ebd,Communication exception java.net.NoRouteToHostException No Route to Host from MININT-FNANLI5/ to <*> failed on socket timeout exception java.net.NoRouteToHostException No route to host no further information; For more details see http //wiki.apache.org/hadoop/NoRouteToHost,10
6e6e50b0,Assigning container Container [ContainerId <*> NodeId <*> <*> NodeHttpAddress <*> 8042 Resource <memory 1024 vCores 1> Priority 5 Token Token { kind ContainerToken service <*> } ] to fast fail map,8
092253e1,Exception <*> <*> java.net.NoRouteToHostException No Route to Host from MININT-FNANLI5/ to msra-sa-41 9000 failed on socket timeout exception java.net.NoRouteToHostException No route to host no further information; For more details see http //wiki.apache.org/hadoop/NoRouteToHost,4
1be5c784,Task <*> - exited java.net.NoRouteToHostException No Route to Host from MININT-FNANLI5/ to msra-sa-41 9000 failed on socket timeout exception java.net.NoRouteToHostException No route to host no further information; For more details see http //wiki.apache.org/hadoop/NoRouteToHost,2
f44352a2,Diagnostics report from <*> Error java.net.NoRouteToHostException No Route to Host from MININT-FNANLI5/ to msra-sa-41 9000 failed on socket timeout exception java.net.NoRouteToHostException No route to host no further information; For more details see http //wiki.apache.org/hadoop/NoRouteToHost,4
1120c52b,Releasing unassigned and invalid container Container [ContainerId <*> NodeId <*> <*> NodeHttpAddress <*> 8042 Resource <memory 1024 vCores 1> Priority 20 Token Token { kind ContainerToken service <*> } ]. RM may have assignment issues,7
b937d29c,Could not obtain BP-1347369012--1444972147527 <*> from any node java.io.IOException No live nodes contain block BP-1347369012--1444972147527 <*> after checking nodes [ 50010 50010] ignoredNodes null No live nodes contain current block Block locations 50010 50010 Dead nodes 50010 50010. Will get new block locations from namenode and retry...,5
514122ab,Could not obtain BP-1347369012--1444972147527 blk_1073742989_2201 from any node java.io.IOException No live nodes contain block BP-1347369012--1444972147527 blk_1073742989_2201 after checking nodes [ 50010 50010] ignoredNodes null No live nodes contain current block Block locations 50010 50010 Dead nodes 50010 50010 50010. Will get new block locations from namenode and retry...,1
f2ef814c,Cannot assign container Container [ContainerId <*> NodeId <*> <*> NodeHttpAddress <*> 8042 Resource <memory 1024 vCores 1> Priority <*> Token Token { kind ContainerToken service <*> } ] for a map as either container memory less than required <memory 1024 vCores 1> or no pending map tasks - maps.isEmpty true,12
b827c7a4,Executing with tokens,978
8d7641ad,Using <*> <*>,976
895d7761,Spilling map output,5339
cdf7dd93,Finished spill <*>,5204
cf0f4f26,Task <*> done.,616
d79644a2,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,69
05c933e2,Started HttpServer2$SelectChannelConnectorWithSafeStartup@ <*>,69
17dc3b51,maxTaskFailuresPerNode is 3,69
93a481e4,blacklistDisablePercent is 33,69
045a87c1,Abandoning BP-1347369012--1444972147527 <*>,30
580fb646,Excluding datanode 50010,30
6ed15688,Ramping up 1,31
f495a4dd,TaskHeartbeatHandler thread interrupted,48
98ad1203,Graceful stop failed,3
ca7d7941,loaded properties from hadoop-metrics2.properties,977
d39dd8df,MapTask metrics system <*>,1140
6192a177,mapreduce.cluster.local.dir for child <*>,907
2de11eed,(EQUATOR) <*> kvi <*>,5542
0cb5b599,soft limit at 83886080,834
c3673ced,bufstart 0; bufvoid 104857600,834
3e15b189,kvstart 26214396; length 6553600,834
7707888f,Merging <*> sorted segments,678
09dbac83,ReduceTask metrics system <*>,86
fc657c96,MRAppMaster metrics system started,69
916d4a74,Using callQueue class java.util.concurrent.LinkedBlockingQueue,138
0f129e3f,IPC Server Responder starting,138
bbcb7314,adding path spec <*>,138
5ba9445a,Registered webapp guice modules,69
6659e8b0,Resolved <*> to /default-rack,3297
0f71bb1f,Got allocated containers <*>,606
8be615a5,Opening proxy <*> <*>,1757
31cf9f34,Done acknowledgement from <*>,605
030ff407,Num completed Tasks <*>,701
ba0e1b89,Received completed container <*>,826
81e00d20,Calling handler for JobFinishedEvent,47
f5ff4eb1,Notify <*> isAMLastRetry <*>,104
9ae352d7,Setting job diagnostics to,48
b9ddfb75,Stopping <*> <*> <*>,413
d120a818,EventFetcher is interrupted.. Returning,54
8b6ad6b4,Exception in getting events,3
b4ff2357,ERROR IN CONTACTING RM.,480
ba668177,Reduce preemption successful attempt_1445087491445_0004_r_000000_1000,1
240e89ee,Last retry killing <*>,5
0ac74dba,Map output collector class org.apache.hadoop.mapred.MapTask$MapOutputBuffer,834
0491d81f,Starting flush of map output,644
1404cebf,<*> Got <*> new map-outputs,414
aa171447,Created MRAppMaster for application <*>,69
c0c8618d,OutputCommitter set in config null,69
d4303f60,Instantiated MRClientService at <*> <*>,69
a79a1702,Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog,69
8aa20788,Jetty bound to port <*>,69
9df3526b,<*> <memory <*> vCores <*>,134
5e5f5ff9,Assigned container <*> to <*>,906
a83c59ee,Size of containertokens_dob is 1,69
944f8887,Putting shuffle token in serviceData,69
007ded00,Task succeeded with attempt <*>,701
71c3d1dc,Commit-pending state update from <*>,47
3650dc5c,Commit go/no-go request from <*>,47
f5694858,Read from history task <*>,96
