EventID,EventTemplate
P0,NodeCard temperature sensor chip <*> is not accessible
P1,start flushing...........................<*>
P2,"CE sym <*>, at <*>, mask <*>"
P3,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> ) <*>=<*> =<*> PRXF=<*> PIXF=<*>
P4,start initialization.....................<*>
P5,ciod: pollControlDescriptors: Detected the debugger died.
P6,store operation.............................<*>
P7,Running as background command
P8,minus inf................................<*>
P9,prefetch depth for core <*>................<*>
P10,external input interrupt (unit=<*> bit=<*>): number of corrected SRAM errors has exceeded threshold
P11,"Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>"
P12,<*> exited normally with exit code <*>
P13,Target=ido://FF:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:FE/JTAG/<*> Message=Invalid JtagId = ffffffff Run environmental monitor to diagnose possible hardware failure.
P14,Ido chip status changed: FF:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*> ip=<*>.<*>.<*>.<*> v=<*> t=<*> status=M <*> :<*>:<*> PDT <*> _/|\\_ Ido chip status changed: FF:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:FF ip=<*>.<*>.<*>.<*> v=<*> t=<*> status=M <*> :<*>:<*> PDT <*> _/|\\_ Ido chip status changed: FF:<*>:<*>:<*>:<*>:FF:<*>:<*>:<*>:<*>:<*>:<*> ip=<*>.<*>.<*>.<*> v=<*> t=<*> status=M <*> :<*>:<*> PDT <*> _/|\\_ Ido chip status changed: FF:FF:FF:FF:FF:FF:FF:FF:FF:FF:FF:FF ip=<*>.<*>.<*>.<*> v=<*> t=<*> status=M <*> :<*>:<*> PDT <*>
P15,Link PGOOD error latched on link card
P16,"ciod: Error loading <*>: invalid or missing program image, <*>  _/|\\_ ciod: Error loading <*> : invalid or missing program image, <*> or <*> _/|\\_ ciod: Error loading <*>: invalid or missing program image, <*> or <*>"
P17,Microloader Assertion
P18,"com.ibm.bgldevices.BulkPowerModule with VPD of com.ibm.bgldevices.BulkPowerModule$VpdReply: IBM Part Number: <*>, Vendor: Cherokee International, Vendor Serial Number: <*>, Assembly Revision: <*>.A, Code Revision: B.<*>, Manufacture Date: during week <*> of <*>, Manufacture Location: Tustin, CA, USA is usable but not a supported version"
P19,<*> major internal error
P20,start prefetching........................<*>
P21,auxiliary processor.........................<*>
P22,rts: bad message header: <*> (softheader=<*> ) <*>=<*> =<*> PRXF=<*> PIXF=<*>
P23,SerialNumber(<*>) IpAddress(<*>.<*>.<*>.<*>) Status(A)
P24,monitor caught java.lang.IllegalStateException: while executing <*> Operation caught java.net.SocketException: Broken pipe and is stopping
P25,data storage interrupt
P26,rts internal error
P27,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>
